"GEREG","TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","STATE","WEEKDAY"
2,"Employed",3,45,"Bachelor/Master's and above","Married","Black",0,"male","Winter","Minnesota",0
4,"Employed",3,44,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","Colorado",1
1,"Not in the labor force",4.5,60,"High School Degree","Not Married","White",0,"female","Winter","New York",0
2,"Not in the labor force",3,53,"Less than High School","Married","Hispanic",1,"female","Winter","Wisconsin",0
2,"Employed",4.4,45,"High School Degree","Not Married","Black",0,"male","Winter","Michigan",0
4,"Employed",4.5,28,"High School Degree","Married","White",1,"female","Winter","Washington",1
2,"Employed",4.4,57,"Less than High School","Not Married","Black",0,"female","Winter","Michigan",0
2,"Employed",3.4,34,"Bachelor/Master's and above","Married","White",1,"female","Winter","Kansas",0
3,"Employed",3.6,56,"High School Degree","Married","White",1,"male","Winter","Tennessee",0
1,"Employed",4.5,48,"High School Degree","Not Married","White",1,"male","Winter","Pennsylvania",0
2,"Not in the labor force",3.4,58,"High School Degree","Not Married","White",0,"female","Winter","Missouri",1
4,"Employed",4.3,38,"High School Degree","Not Married","Hispanic",1,"male","Winter","California",0
4,"Not in the labor force",4.3,28,"High School Degree","Married","Hispanic",1,"female","Winter","California",0
4,"Employed",4.7,43,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Nevada",0
1,"Employed",4.5,34,"Bachelor/Master's and above","Married","Hispanic",0,"female","Winter","New York",0
3,"Not in the labor force",3.9,36,"High School Degree","Married","White",1,"female","Winter","Florida",1
3,"Employed",4,52,"Bachelor/Master's and above","Married","White",1,"male","Winter","Texas",0
2,"Employed",3.4,48,"High School Degree","Not Married","Black",1,"male","Winter","Missouri",1
3,"Employed",4.3,46,"Less than High School","Married","White",1,"male","Winter","Kentucky",1
3,"Employed",4.2,54,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Georgia",1
4,"Employed",3.1,40,"High School Degree","Not Married","Hispanic",1,"female","Winter","Utah",0
4,"Employed",4.8,31,"Less than High School","Not Married","Hispanic",0,"female","Winter","Arizona",0
3,"Not in the labor force",4,52,"High School Degree","Not Married","White",0,"female","Winter","Texas",0
1,"Employed",3.1,56,"High School Degree","Not Married","White",0,"female","Winter","Maine",1
4,"Employed",4.5,38,"Bachelor/Master's and above","Married","White",1,"female","Winter","Washington",1
3,"Employed",4.2,59,"Bachelor/Master's and above","Married","White",0,"female","Winter","Georgia",0
2,"Employed",3,34,"High School Degree","Married","White",1,"male","Winter","Wisconsin",0
4,"Employed",3.1,33,"Bachelor/Master's and above","Married","White",1,"male","Winter","Utah",0
4,"Employed",3.1,53,"Bachelor/Master's and above","Married","White",1,"male","Winter","Utah",0
2,"Employed",3.3,37,"Bachelor/Master's and above","Married","White",1,"male","Winter","Indiana",0
3,"Employed",3.9,36,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Florida",0
1,"Not in the labor force",4.5,41,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","New Jersey",0
4,"Employed",4.3,26,"High School Degree","Not Married","Hispanic",1,"male","Winter","California",0
1,"Employed",2.7,51,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","New Hampshire",0
3,"Not in the labor force",4.1,30,"Bachelor/Master's and above","Married","Black",1,"female","Winter","Maryland",0
3,"Employed",4,56,"Bachelor/Master's and above","Married","White",0,"female","Winter","Texas",0
3,"Not in the labor force",3.9,56,"High School Degree","Not Married","White",0,"female","Winter","Florida",0
2,"Employed",3.4,52,"High School Degree","Not Married","Black",0,"female","Winter","Missouri",0
4,"Employed",3,46,"High School Degree","Not Married","Hispanic",0,"male","Winter","Colorado",0
3,"Employed",4.1,46,"Bachelor/Master's and above","Married","White",1,"male","Winter","North Carolina",1
3,"Employed",3.2,46,"High School Degree","Married","White",1,"male","Winter","Virginia",0
1,"Employed",3.1,39,"Bachelor/Master's and above","Married","White",1,"female","Winter","Maine",1
3,"Employed",4.3,60,"Bachelor/Master's and above","Married","White",0,"male","Winter","Kentucky",0
3,"Employed",4.1,44,"High School Degree","Married","Hispanic",1,"male","Winter","Maryland",0
1,"Employed",4.5,41,"Bachelor/Master's and above","Married","White",1,"male","Winter","Pennsylvania",1
2,"Employed",2.9,59,"High School Degree","Married","White",0,"female","Winter","Nebraska",0
2,"Employed",3,47,"Bachelor/Master's and above","Married","White",1,"male","Winter","Minnesota",0
1,"Employed",3.5,45,"High School Degree","Married","White",0,"female","Winter","Massachusetts",0
3,"Employed",3.9,37,"High School Degree","Not Married","Black",1,"female","Winter","Florida",0
3,"Employed",4,37,"High School Degree","Not Married","Black",1,"female","Winter","Texas",0
3,"Employed",4,48,"Less than High School","Married","Hispanic",0,"male","Winter","Texas",0
3,"Employed",4.1,41,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","North Carolina",1
4,"Employed",4.5,51,"Bachelor/Master's and above","Married","White",1,"female","Winter","Washington",1
4,"Employed",4.3,60,"Bachelor/Master's and above","Married","White",0,"female","Winter","California",0
4,"Unemployed",4.3,36,"High School Degree","Not Married","White",1,"female","Winter","California",0
4,"Unemployed",4.3,51,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","California",1
2,"Not in the labor force",4.4,31,"Bachelor/Master's and above","Married","White",1,"female","Winter","Michigan",0
3,"Employed",3.9,54,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","Florida",1
1,"Employed",3.5,54,"Bachelor/Master's and above","Married","White",1,"female","Winter","Massachusetts",0
4,"Employed",4.3,53,"Less than High School","Married","Hispanic",1,"female","Winter","California",1
3,"Employed",4.2,31,"Bachelor/Master's and above","Married","Black",0,"female","Winter","Georgia",0
3,"Unemployed",4,29,"Bachelor/Master's and above","Married","Hispanic",0,"female","Winter","Texas",0
2,"Employed",4.4,35,"High School Degree","Married","White",1,"male","Winter","Illinois",1
2,"Not in the labor force",2.8,35,"High School Degree","Not Married","White",0,"female","Winter","Iowa",0
2,"Employed",4.5,41,"High School Degree","Not Married","White",1,"male","Winter","Ohio",1
2,"Not in the labor force",2.9,59,"High School Degree","Married","White",0,"female","Winter","Nebraska",1
1,"Employed",4.5,30,"Less than High School","Married","Hispanic",1,"male","Winter","New Jersey",0
3,"Not in the labor force",3.8,38,"Bachelor/Master's and above","Married","White",1,"male","Winter","Oklahoma",1
1,"Employed",4.5,53,"High School Degree","Married","White",0,"female","Winter","New York",0
4,"Unemployed",4.3,36,"Less than High School","Married","Hispanic",1,"male","Winter","California",0
3,"Employed",4.1,37,"High School Degree","Married","White",1,"male","Winter","Delaware",0
3,"Employed",4.1,58,"Less than High School","Not Married","Black",0,"male","Winter","Maryland",0
1,"Not in the labor force",3.5,56,"Less than High School","Not Married","White",0,"female","Winter","Massachusetts",0
3,"Employed",4.1,59,"High School Degree","Married","White",0,"male","Winter","Delaware",0
4,"Employed",4.3,43,"High School Degree","Not Married","White",0,"male","Winter","California",1
4,"Unemployed",4.5,30,"High School Degree","Not Married","Hispanic",1,"female","Winter","Washington",0
3,"Employed",4,32,"High School Degree","Married","Hispanic",1,"female","Winter","Texas",0
3,"Not in the labor force",3.9,59,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Alabama",1
3,"Employed",3.8,27,"Bachelor/Master's and above","Married","White",1,"male","Winter","Oklahoma",1
3,"Not in the labor force",3.9,60,"Bachelor/Master's and above","Married","Hispanic",0,"male","Winter","Alabama",0
4,"Employed",4.3,60,"High School Degree","Not Married","White",0,"male","Winter","California",0
2,"Employed",4.4,54,"Bachelor/Master's and above","Married","White",0,"male","Winter","Illinois",0
3,"Employed",4,26,"Bachelor/Master's and above","Not Married","Black",0,"male","Winter","Texas",1
3,"Not in the labor force",4.3,49,"Bachelor/Master's and above","Married","White",1,"female","Winter","Kentucky",1
4,"Employed",4,35,"Bachelor/Master's and above","Married","White",1,"female","Winter","Wyoming",0
1,"Employed",3.5,45,"Bachelor/Master's and above","Married","White",1,"male","Winter","Massachusetts",0
1,"Employed",4.3,57,"High School Degree","Not Married","White",0,"male","Winter","Rhode Island",0
3,"Employed",4.2,27,"High School Degree","Not Married","Black",0,"male","Winter","Georgia",0
3,"Employed",3.8,44,"Bachelor/Master's and above","Married","White",1,"male","Winter","South Carolina",0
3,"Employed",3.8,46,"Less than High School","Not Married","Black",0,"male","Winter","South Carolina",1
4,"Employed",4.5,39,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Washington",0
3,"Employed",4,35,"Bachelor/Master's and above","Married","White",1,"female","Winter","Texas",1
4,"Not in the labor force",4.3,32,"Less than High School","Married","Hispanic",1,"female","Winter","California",0
3,"Employed",4.1,43,"Less than High School","Not Married","Hispanic",0,"female","Winter","North Carolina",0
3,"Employed",4.1,47,"High School Degree","Married","Black",1,"male","Winter","Maryland",1
3,"Employed",4.8,32,"Bachelor/Master's and above","Married","Black",0,"male","Winter","Louisiana",0
1,"Employed",3.5,47,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Massachusetts",1
3,"Employed",3.8,34,"Bachelor/Master's and above","Married","White",1,"female","Winter","Oklahoma",1
2,"Employed",4.4,60,"Bachelor/Master's and above","Not Married","Black",0,"female","Winter","Illinois",1
1,"Employed",4.5,48,"Bachelor/Master's and above","Married","White",1,"male","Winter","New Jersey",0
2,"Employed",3,40,"Bachelor/Master's and above","Married","White",1,"female","Winter","Wisconsin",0
3,"Employed",5.8,53,"Bachelor/Master's and above","Married","White",1,"female","Winter","District of Columbia",0
4,"Employed",4.3,30,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","California",1
2,"Employed",4.4,57,"High School Degree","Not Married","White",0,"female","Winter","Illinois",0
3,"Employed",3.2,50,"High School Degree","Not Married","White",0,"female","Winter","Virginia",1
1,"Employed",4.5,50,"Bachelor/Master's and above","Married","White",1,"female","Winter","New York",0
3,"Employed",4,54,"Less than High School","Not Married","Hispanic",0,"male","Winter","Texas",0
4,"Employed",4.3,30,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter","California",1
3,"Employed",4.3,49,"High School Degree","Married","White",1,"male","Winter","Kentucky",0
3,"Employed",3.2,59,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Virginia",1
3,"Employed",4,26,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Texas",0
4,"Unemployed",4.5,54,"High School Degree","Married","White",1,"male","Winter","Washington",0
2,"Not in the labor force",2.7,42,"Bachelor/Master's and above","Married","White",1,"female","Winter","North Dakota",0
4,"Employed",4.5,45,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","Washington",0
1,"Employed",4.5,28,"Bachelor/Master's and above","Married","White",0,"male","Winter","New York",0
3,"Employed",4.2,56,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","Georgia",0
3,"Employed",4.8,40,"High School Degree","Married","White",1,"male","Winter","Louisiana",1
3,"Employed",3.9,41,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Florida",1
3,"Employed",4,40,"High School Degree","Married","Black",1,"female","Winter","Texas",1
3,"Employed",4.9,33,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","Mississippi",0
3,"Employed",4,38,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","Texas",0
4,"Employed",3,35,"Bachelor/Master's and above","Married","White",1,"male","Winter","Idaho",0
3,"Employed",4,54,"High School Degree","Not Married","Hispanic",0,"male","Winter","Texas",0
3,"Employed",3.9,37,"Less than High School","Not Married","Hispanic",1,"female","Winter","Florida",0
2,"Employed",3,46,"High School Degree","Not Married","White",0,"female","Winter","Wisconsin",0
3,"Employed",4.3,57,"High School Degree","Married","White",1,"male","Winter","Kentucky",0
3,"Employed",3.6,55,"Bachelor/Master's and above","Married","White",0,"male","Winter","Tennessee",1
3,"Not in the labor force",4.9,42,"High School Degree","Not Married","White",0,"female","Winter","Mississippi",0
3,"Employed",3.9,36,"High School Degree","Married","White",1,"female","Winter","Alabama",0
4,"Employed",4.7,35,"High School Degree","Not Married","Hispanic",0,"male","Winter","Nevada",1
3,"Employed",4.3,34,"High School Degree","Not Married","White",0,"male","Winter","Kentucky",0
3,"Employed",3.9,32,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","Florida",0
2,"Not in the labor force",3.4,39,"High School Degree","Not Married","White",0,"female","Winter","Kansas",1
2,"Employed",3,32,"High School Degree","Married","White",1,"male","Winter","Minnesota",0
4,"Not in the labor force",4.3,60,"High School Degree","Married","White",0,"female","Winter","California",0
3,"Employed",3.6,37,"High School Degree","Married","White",1,"male","Winter","Tennessee",0
3,"Employed",4.2,49,"Bachelor/Master's and above","Married","White",1,"female","Winter","Georgia",0
1,"Employed",4.5,60,"High School Degree","Not Married","White",0,"male","Winter","New York",0
2,"Employed",4.5,33,"Bachelor/Master's and above","Married","White",1,"male","Winter","Ohio",1
4,"Employed",4.5,42,"High School Degree","Not Married","White",1,"female","Winter","Washington",1
3,"Employed",3.9,48,"High School Degree","Married","White",1,"male","Winter","Florida",1
3,"Employed",3.8,57,"High School Degree","Married","White",0,"male","Winter","South Carolina",1
1,"Employed",4.5,57,"Bachelor/Master's and above","Married","White",0,"male","Winter","Pennsylvania",1
2,"Unemployed",3.4,36,"Bachelor/Master's and above","Married","White",1,"female","Winter","Missouri",1
4,"Employed",4.3,59,"High School Degree","Married","White",0,"female","Winter","California",1
1,"Employed",4.5,28,"Bachelor/Master's and above","Married","White",1,"male","Winter","Pennsylvania",0
4,"Not in the labor force",4.3,34,"Bachelor/Master's and above","Married","White",1,"female","Winter","California",1
3,"Employed",4.1,36,"Bachelor/Master's and above","Married","White",1,"male","Winter","Maryland",1
2,"Employed",4.4,32,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Michigan",1
4,"Employed",6.7,54,"High School Degree","Not Married","Black",0,"male","Winter","Alaska",1
2,"Unemployed",3.3,27,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Indiana",1
3,"Employed",4.8,49,"Bachelor/Master's and above","Married","White",1,"male","Winter","Louisiana",0
3,"Employed",3.8,44,"Bachelor/Master's and above","Not Married","Asian",1,"female","Winter","Oklahoma",1
3,"Not in the labor force",3.8,59,"High School Degree","Not Married","Black",0,"male","Winter","South Carolina",0
2,"Employed",3.4,58,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Missouri",1
2,"Employed",2.8,32,"Bachelor/Master's and above","Married","White",1,"male","Winter","Iowa",1
4,"Employed",4.5,36,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","Washington",1
2,"Employed",3.4,60,"High School Degree","Not Married","White",0,"male","Winter","Missouri",1
2,"Employed",4.4,46,"Bachelor/Master's and above","Not Married","White",1,"male","Winter","Michigan",0
1,"Employed",4.5,42,"Bachelor/Master's and above","Married","Black",1,"female","Winter","New York",0
3,"Employed",3.8,51,"High School Degree","Married","White",0,"female","Winter","Oklahoma",0
2,"Employed",3.4,29,"High School Degree","Married","White",1,"male","Winter","Missouri",1
4,"Employed",4.3,32,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter","California",0
3,"Employed",3.8,35,"Bachelor/Master's and above","Married","White",1,"female","Winter","Oklahoma",0
4,"Employed",4.3,30,"High School Degree","Not Married","Hispanic",1,"female","Winter","California",0
2,"Employed",4.5,28,"Bachelor/Master's and above","Married","White",1,"female","Winter","Ohio",0
4,"Employed",4.3,38,"High School Degree","Married","Hispanic",1,"female","Winter","California",1
3,"Employed",3.7,49,"Bachelor/Master's and above","Married","White",0,"male","Winter","Arkansas",1
4,"Employed",4.3,42,"Bachelor/Master's and above","Married","White",1,"female","Winter","California",0
4,"Not in the labor force",4.5,56,"Bachelor/Master's and above","Married","Black",0,"male","Winter","Washington",0
2,"Employed",3.4,38,"Bachelor/Master's and above","Married","Hispanic",1,"female","Winter","Kansas",1
3,"Employed",3.9,44,"Bachelor/Master's and above","Married","White",1,"male","Winter","Florida",0
3,"Employed",4.8,33,"High School Degree","Married","White",1,"female","Winter","Louisiana",0
2,"Employed",3.4,51,"Less than High School","Married","Hispanic",0,"male","Winter","Kansas",0
2,"Employed",4.4,60,"High School Degree","Married","White",0,"male","Winter","Michigan",1
3,"Employed",3.9,54,"High School Degree","Not Married","Black",0,"female","Winter","Florida",1
2,"Employed",3.3,52,"Bachelor/Master's and above","Married","White",0,"male","Winter","Indiana",0
2,"Employed",3.4,53,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Missouri",0
2,"Employed",3.3,37,"Bachelor/Master's and above","Married","White",1,"male","Winter","Indiana",0
2,"Employed",4.4,30,"High School Degree","Married","White",1,"female","Winter","Illinois",0
3,"Employed",4,39,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter","Texas",1
3,"Employed",4,27,"High School Degree","Not Married","Black",1,"female","Winter","Texas",0
3,"Not in the labor force",3.9,55,"Bachelor/Master's and above","Married","White",0,"female","Winter","Alabama",0
1,"Employed",4.5,33,"Bachelor/Master's and above","Not Married","Black",0,"male","Winter","New York",0
4,"Employed",4.1,30,"Bachelor/Master's and above","Married","White",1,"female","Winter","Oregon",0
1,"Employed",4.5,47,"Less than High School","Not Married","Hispanic",0,"male","Winter","New York",1
4,"Employed",4.3,44,"High School Degree","Married","White",1,"male","Winter","California",0
3,"Not in the labor force",4,54,"High School Degree","Not Married","Hispanic",1,"female","Winter","Texas",0
3,"Employed",4.1,49,"Bachelor/Master's and above","Married","White",1,"male","Winter","Maryland",1
4,"Employed",4.5,41,"Bachelor/Master's and above","Married","White",1,"male","Winter","Washington",0
3,"Employed",4.1,38,"High School Degree","Married","Black",0,"female","Winter","Maryland",0
1,"Employed",4.5,47,"Bachelor/Master's and above","Not Married","White",1,"male","Winter","New York",0
4,"Employed",4.3,35,"High School Degree","Not Married","White",0,"male","Winter","California",0
2,"Employed",4.4,42,"High School Degree","Married","White",1,"male","Winter","Illinois",0
2,"Not in the labor force",4.5,37,"High School Degree","Married","Hispanic",1,"female","Winter","Ohio",0
4,"Employed",4.3,39,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","California",0
3,"Employed",4.1,32,"Bachelor/Master's and above","Married","White",0,"male","Winter","Delaware",0
3,"Employed",5.4,35,"Bachelor/Master's and above","Married","White",1,"male","Winter","West Virginia",0
1,"Employed",4.5,59,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","New Jersey",0
2,"Not in the labor force",3.4,42,"High School Degree","Married","Hispanic",1,"male","Winter","Missouri",1
4,"Employed",4.3,34,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","California",0
2,"Unemployed",4.5,51,"Bachelor/Master's and above","Married","Hispanic",0,"female","Winter","Ohio",0
4,"Employed",4.3,54,"Bachelor/Master's and above","Married","White",1,"female","Winter","California",0
2,"Employed",3.3,54,"High School Degree","Married","White",0,"male","Winter","Indiana",0
3,"Not in the labor force",3.8,32,"High School Degree","Married","Hispanic",1,"female","Winter","Oklahoma",1
1,"Employed",4.5,54,"High School Degree","Married","White",0,"male","Winter","Pennsylvania",0
3,"Employed",4,42,"Less than High School","Married","Hispanic",1,"male","Winter","Texas",0
3,"Employed",3.9,40,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Winter","Florida",0
3,"Employed",3.8,32,"High School Degree","Not Married","White",1,"female","Winter","Oklahoma",1
1,"Not in the labor force",4.3,41,"High School Degree","Married","White",1,"male","Winter","Rhode Island",1
3,"Not in the labor force",4,51,"Bachelor/Master's and above","Married","White",0,"female","Winter","Texas",0
2,"Employed",4.5,56,"High School Degree","Not Married","White",1,"female","Winter","Ohio",0
3,"Employed",3.9,29,"Bachelor/Master's and above","Married","White",1,"female","Winter","Alabama",1
3,"Employed",4.3,29,"Bachelor/Master's and above","Married","White",0,"male","Winter","Kentucky",0
2,"Employed",3.4,30,"Bachelor/Master's and above","Married","White",1,"male","Winter","Missouri",0
2,"Not in the labor force",3.4,43,"High School Degree","Married","White",1,"female","Winter","Missouri",1
1,"Employed",3.5,46,"Bachelor/Master's and above","Married","White",1,"male","Winter","Massachusetts",1
2,"Employed",4.5,43,"High School Degree","Married","White",1,"female","Winter","Ohio",0
1,"Employed",4.5,34,"High School Degree","Married","White",1,"female","Winter","New York",0
3,"Employed",4.2,51,"Bachelor/Master's and above","Married","Black",1,"female","Winter","Georgia",1
4,"Employed",4.8,39,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter","Arizona",1
2,"Employed",3,45,"Bachelor/Master's and above","Married","White",1,"female","Winter","Minnesota",0
4,"Employed",3,36,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Colorado",1
4,"Employed",3,56,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Winter","Colorado",1
3,"Employed",4,33,"High School Degree","Not Married","White",1,"female","Winter","Texas",0
3,"Employed",4,27,"High School Degree","Not Married","White",1,"female","Winter","Texas",0
1,"Employed",4.5,43,"Bachelor/Master's and above","Married","White",1,"female","Winter","New Jersey",0
3,"Employed",4.9,39,"Bachelor/Master's and above","Married","White",1,"male","Winter","Mississippi",1
1,"Employed",4.5,58,"High School Degree","Not Married","White",0,"female","Winter","Pennsylvania",1
2,"Employed",4.4,34,"Less than High School","Married","Hispanic",1,"male","Winter","Illinois",0
3,"Not in the labor force",4.2,28,"Bachelor/Master's and above","Married","Black",1,"female","Winter","Georgia",0
2,"Employed",4.4,36,"Bachelor/Master's and above","Married","White",1,"female","Winter","Michigan",0
1,"Unemployed",4.5,30,"High School Degree","Not Married","White",0,"male","Winter","New Jersey",0
3,"Employed",3.8,36,"Less than High School","Married","Hispanic",1,"male","Winter","Oklahoma",0
3,"Employed",3.9,57,"Bachelor/Master's and above","Not Married","Hispanic",1,"male","Winter","Florida",1
2,"Employed",3,28,"High School Degree","Married","White",1,"female","Winter","Minnesota",1
3,"Employed",3.9,48,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","Florida",1
4,"Employed",4.3,38,"Bachelor/Master's and above","Married","Asian",1,"male","Winter","California",0
3,"Employed",3.9,52,"High School Degree","Married","White",1,"female","Winter","Alabama",0
1,"Employed",4.5,53,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Pennsylvania",1
1,"Employed",4.5,60,"High School Degree","Married","White",1,"female","Winter","New York",0
3,"Not in the labor force",4,40,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Texas",0
2,"Employed",2.9,38,"Bachelor/Master's and above","Married","White",1,"female","Winter","Nebraska",1
3,"Employed",3.9,39,"High School Degree","Married","Black",0,"male","Winter","Florida",0
3,"Employed",4,54,"Bachelor/Master's and above","Not Married","Black",0,"female","Winter","Texas",1
2,"Employed",3,56,"Bachelor/Master's and above","Married","Black",0,"male","Winter","Minnesota",0
2,"Employed",3,53,"Bachelor/Master's and above","Married","White",0,"male","Winter","Wisconsin",1
3,"Not in the labor force",3.9,35,"High School Degree","Not Married","White",1,"female","Winter","Alabama",0
3,"Employed",4.2,45,"Less than High School","Not Married","Hispanic",1,"male","Winter","Georgia",0
2,"Employed",4.4,40,"Bachelor/Master's and above","Married","Black",0,"female","Winter","Illinois",0
1,"Employed",4.5,55,"Bachelor/Master's and above","Married","White",0,"female","Winter","New York",1
4,"Employed",4.3,29,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter","California",1
3,"Employed",4.2,52,"Bachelor/Master's and above","Married","Asian",1,"female","Winter","Georgia",0
2,"Not in the labor force",4.4,55,"High School Degree","Not Married","Black",0,"female","Winter","Illinois",0
1,"Employed",4.5,41,"Less than High School","Married","Hispanic",1,"male","Winter","New York",0
2,"Employed",4.4,56,"Bachelor/Master's and above","Married","White",0,"female","Winter","Michigan",0
1,"Employed",3.5,41,"Bachelor/Master's and above","Married","White",1,"male","Winter","Massachusetts",0
2,"Employed",4.4,30,"Bachelor/Master's and above","Married","White",1,"female","Winter","Illinois",0
4,"Employed",5.1,38,"High School Degree","Married","Hispanic",1,"male","Winter","New Mexico",1
3,"Employed",3.2,31,"Bachelor/Master's and above","Not Married","Asian",0,"male","Winter","Virginia",1
3,"Employed",3.2,31,"Bachelor/Master's and above","Married","White",1,"male","Winter","Virginia",0
3,"Employed",3.9,48,"High School Degree","Married","Hispanic",1,"male","Winter","Florida",0
3,"Employed",4.8,37,"Bachelor/Master's and above","Married","White",1,"female","Winter","Louisiana",0
3,"Employed",4.2,43,"Bachelor/Master's and above","Married","White",1,"female","Winter","Georgia",0
2,"Employed",2.8,28,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter","Iowa",0
3,"Employed",3.6,49,"High School Degree","Married","Black",0,"male","Winter","Tennessee",0
2,"Employed",4.4,56,"High School Degree","Married","White",0,"female","Winter","Illinois",1
3,"Employed",4.3,52,"Bachelor/Master's and above","Married","White",1,"male","Winter","Kentucky",0
4,"Employed",4.3,36,"Less than High School","Married","Hispanic",1,"male","Winter","California",0
3,"Employed",4,35,"Bachelor/Master's and above","Married","White",1,"male","Winter","Texas",0
4,"Employed",4.3,46,"High School Degree","Married","Hispanic",0,"female","Winter","California",0
4,"Not in the labor force",3.1,39,"Less than High School","Married","Hispanic",1,"female","Winter","Utah",0
2,"Employed",2.7,34,"Bachelor/Master's and above","Married","White",1,"female","Winter","Iowa",0
1,"Not in the labor force",4.4,57,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Connecticut",1
2,"Employed",4.4,53,"High School Degree","Not Married","White",0,"male","Winter","Michigan",0
4,"Employed",4.3,44,"Bachelor/Master's and above","Married","Hispanic",1,"male","Winter","California",0
4,"Employed",4.3,52,"Bachelor/Master's and above","Not Married","White",1,"female","Winter","California",0
2,"Employed",4.4,56,"Bachelor/Master's and above","Married","White",0,"female","Winter","Michigan",0
4,"Not in the labor force",5,50,"Bachelor/Master's and above","Not Married","Hispanic",1,"male","Winter","New Mexico",0
3,"Employed",4,48,"High School Degree","Married","Hispanic",0,"female","Winter","Texas",0
4,"Employed",4.3,33,"High School Degree","Married","Hispanic",0,"male","Winter","California",0
3,"Employed",4,31,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","Alabama",0
1,"Employed",3.5,53,"High School Degree","Married","Black",0,"male","Winter","Massachusetts",0
1,"Employed",4.2,53,"High School Degree","Not Married","Hispanic",1,"female","Winter","Rhode Island",0
4,"Employed",4.3,36,"Less than High School","Married","Hispanic",1,"male","Winter","California",0
3,"Employed",4,33,"High School Degree","Not Married","Hispanic",1,"female","Winter","Texas",0
4,"Employed",4.3,58,"High School Degree","Not Married","Hispanic",0,"female","Winter","California",1
4,"Employed",4.3,54,"Bachelor/Master's and above","Not Married","Black",0,"female","Winter","California",0
4,"Not in the labor force",4.3,45,"High School Degree","Married","Hispanic",1,"female","Winter","California",1
1,"Employed",3.2,50,"Bachelor/Master's and above","Not Married","White",0,"male","Winter","Maine",1
4,"Employed",4.3,60,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Winter","California",0
2,"Employed",4.5,49,"High School Degree","Not Married","Black",1,"female","Winter","Ohio",0
4,"Not in the labor force",4.3,50,"Less than High School","Married","Hispanic",1,"female","Winter","California",0
4,"Employed",4.5,33,"Bachelor/Master's and above","Not Married","White",0,"female","Winter","Washington",0
3,"Employed",3.6,59,"High School Degree","Not Married","Black",0,"female","Winter","South Carolina",1
4,"Employed",4.3,43,"Bachelor/Master's and above","Not Married","Black",1,"female","Winter","California",0
3,"Not in the labor force",4.1,54,"High School Degree","Not Married","White",0,"male","Winter","Georgia",0
4,"Employed",4.3,59,"Bachelor/Master's and above","Married","White",0,"female","Winter","California",1
3,"Employed",4,45,"Bachelor/Master's and above","Married","White",1,"female","Winter","Texas",0
4,"Employed",3.1,29,"High School Degree","Not Married","White",0,"male","Winter","Utah",0
2,"Employed",3.4,42,"Bachelor/Master's and above","Married","White",1,"female","Winter","Kansas",1
3,"Employed",3.8,59,"High School Degree","Married","Hispanic",1,"male","Winter","Florida",1
